Product Name,MRP,Price,Star Ratings,No. of Ratings,Sales,Brand,Monthly Sales Estimate,Predicted Monthly Sales
"aRDENMEAD Cotton Cushion Cover Set Of 2 Decorative Throw Pillow Covers With Embroidery. Blue Cushion Covers Sofa Cushion Covers (16 X 16 Inches | 40 X 40 Cm Navy Blue), 210 TC",999.0,683.0,4.3,74.0,,aRDENMEAD,0,-2.2317815363397315
THE WHITE INK DECOR Premium Green Aura Cushion Cover with Fringe Edging and Concealed Zipper 16x16 inches Lifestyle,1999.0,499.0,4.094579439252337,519.5738317757009,,THE,0,50.15310244259812
SAJAVAT HOME Ruby Red Cotton Cushion Covers | Soft and Durable Decorative Pillowcases | 26x26 Inches / 66x66 Cms | Pack of 2 | Vibrant Addition to Your Home Decor,1799.0,799.0,3.8,11.0,,SAJAVAT,0,-3.470991797394298
Clasiko Cushion Covers Set of 5; 16x16 Inches; Pink Maroon Flowers,2295.0,1171.0,5.0,1.0,,Clasiko,0,-11.594213372871469
"Kuber Industries Flower Design Velvet Pillows Covers for Couch Bed Sofa, Soild Soft Cushion Case, 16x16 Inches- Pack of 5 (Black)",399.0,371.0,4.1,49.0,,Kuber,0,9.972813879837354
"STITCHNEST Geometric Red and White Printed Canvas Cotton Square Cushion Covers, Set of 2 (24 x 24 Inches) (B085GFBKC1)",999.0,587.0,4.0,12.0,,STITCHNEST,0,0.8284350215667295
"Vendola Satin 250TC Sofa Cushion Pillow Covers, Multicolor, Set of 5 Cushion Covers (16X16 Inches, Social Media)",1999.0,459.0,4.3,76.0,,Vendola,0,42.11838881179124
"PICKKART Fur Pillow Cover for 12x12 Inch Pilloiw, No Insert Included (White)",699.0,241.0,3.4,6.0,,PICKKART,0,18.47504960562049
"CottonFry Pack of 2 Luxury Fur Shaggy Fluffy Throw Pillow Covers Set Soft Deluxe Decorative Plush Fleece Pillowcases for Cushion Couch Sofa Bedroom Home (16x16, Baby Pink)",999.0,299.0,3.9,70.0,,CottonFry,0,28.663651792634695
Roseate Velvet Cushion Cover/Throw Pillow Covers Soft Decorative Gold Line Square Cushion Covers for Couch/Chair/Bedroom (16X16/ Blue/Birds) Pack of 2,699.0,379.0,4.0,10.0,,Roseate,0,13.528763328893511
"aRDENMEAD Set of 2 Velvet Embroidered Decorative Hand Made Throw/Pillow Cushion Covers. Cushion Cover Set for You Sofa,Living Room (16 x 16 Inches | 40 x 40 cm, Yellow)",999.0,797.0,3.9,29.0,,aRDENMEAD,0,-19.824002687516277
"ROMEE Soft Jute Floral Print Throw Pillow/Cushion Covers 16x16 inch, Set of 5 - Multicolor",1499.0,403.0,4.0,31.0,,ROMEE,0,30.40992230081546
STITCHNEST Printed Poly Cotton Cushion Covers (20 x 20 Inches),1999.0,713.0,4.0,148.0,,STITCHNEST,0,16.44353914265517
"HOKIPO Poly Jute Throw Pillow/Cushion Covers, Set of 4, 12x12 Inch, Dark Grey(IN-495-DGRY*4)",899.0,399.0,4.4,30.0,,HOKIPO,0,22.23176146023779
"AMLEXTTRIZ Cream Animal Print 100% Pure Cotton Cushion Cover Set of 5 Decorative Covers for Sofa, Bedroom & Living Room (Size 16x16) (Brown)",1199.0,439.0,2.9,2.0,,AMLEXTTRIZ,0,4.485480579150597
"Alina Decor Hand Beaded Sequins Patchwork Embroider Cushion Covers/Soft Pillow (16 INCH x 16 INCH OR 40cm x 40cm) - Set of 2, Cream Color",1399.0,531.0,4.4,4.0,,Alina,0,20.423045201593645
"GRHAMOY Square Cushion Cover Throw Pillow Cover for Living Room Couch Diwan Single Seater Sofa, Modern Boho Medium 18 X 18 Inches | 45 x 45 cm Colour - Red | Set of 4 Pieces",2319.0,1499.0,3.9,25.0,,GRHAMOY,0,-55.943266012071796
"Amazon Brand - Umi Satin 250TC Cushion Pillow Covers, Multicolor, Set of 5 (24X24 Inches, Kaas)",1999.0,899.0,3.5,10.0,,Amazon,0,-12.347123247473721
BLUE GRASS Turkish Satin Digital Print Cushion Cover - Set of 5 || Cream || 12x12,699.0,389.0,4.094579439252337,519.5738317757009,,BLUE,0,30.5620820233587
"STITCHNEST Geometric Multicolour Digital Printed Poly Cotton Rectangular Cushion Covers, Set of 2 (12 x 18 Inches)",999.0,339.0,3.8,88.0,,STITCHNEST,0,24.13677582040218
Atariya Decor Premium Cushion Covers - Set of 2 | Decorative Throw Pillow Cases | 16x16 inches | Soft and Durable | Home Decor,898.0,568.0,5.0,3.0,,Atariya,0,13.310604613266356
"ROMEE Bird Printed Jute Cushion Cover, Set of 5 - (16x16 Inch, Beige)",1499.0,449.0,3.8,179.0,,ROMEE,0,28.249875961471894
"Amazon Brand - Umi Satin 250TC Cushion Pillow Covers, Multicolor, Set of 5 (16X16 Inches, Wedding)",1999.0,499.0,4.3,42.0,,Amazon,0,37.21618753920952
COMFORT WEAVE Set of 5 100% Cotton Decorative Throw Pillow/Cushion Covers (16 inch X 16 inch),699.0,399.0,4.2,70.0,,COMFORT,0,16.266326757852354
"aRDENMEAD 100% Cotton Hand Embroidered Striped Decorative Cushion Cover With Tassels.Embroidered Yellow Cushion Covers Set (Set Of 2) (Yellow, 12 X 20 Inches | 30 X 50 Cm), 2 TC",1999.0,683.0,4.5,701.0,,aRDENMEAD,0,44.084504476196976
"JDX Flower Fancy Cushion Cover Set for Living Room and Sofa, 8049_Beige",1599.0,749.0,4.1,12555.0,,JDX,0,412.2566407044434
SAJAVAT HOME Cotton Diamond Printed Cushion Cover 18x18 INCHES Grey (Pack of 1),699.0,399.0,4.2,7.0,,SAJAVAT,0,14.199051487384232
"TH TASSELED HOME Crushed Velvet Birds Designer Printed Cushion Cover (12x18 Inches, Blush)",499.0,399.0,3.9,49.0,,TH,0,6.968247426246307
"CASA-NEST Premium Foam Pintex Cushion Cover,Pack of 5 Pc,Bed Cushion/Decorative Sofa Cushion (Size:12x12Inch) (White)",999.0,499.0,4.0,1.0,,CASA-NEST,0,8.79784578622803
"Ultimate Trends Polyester Digital Modern Printed Cushion Cover 16x16 Set of 5, Multi Color(UTCC-New-03_16)",999.0,549.0,3.4,3.0,,Ultimate,0,-3.855670428597918
"AEROHAVEN Set of 6 Satin Abstract Designer Decorative Throw Pillow/Cushion Covers - (Grey, 18 x 18 Inch)",1499.0,599.0,3.9,1603.0,,AEROHAVEN,0,62.1083736063323
RD TREND Set of 5 Decorative Hand Made Satin Throw/Pillow Cushions Covers(18 inch by 18inch),1199.0,495.0,4.1,367.0,,RD,0,27.13337686584186
"AMLEXTTRIZ Cream Animal Print 100% Pure Cotton Cushion Cover Set of 5 Decorative Covers for Sofa, Bedroom & Living Room (Size 16x16) (Brown)",1199.0,439.0,2.9,2.0,,AMLEXTTRIZ,0,4.485480579150597
"STITCHNEST Geometric Red and White Printed Canvas Cotton Square Cushion Covers, Set of 2 (24 x 24 Inches) (B085GFBKC1)",999.0,587.0,4.0,12.0,,STITCHNEST,0,0.8284350215667295
"Virlok Elite Velvet Square Cushion Cover Throw Pillow Cover for Living Room Couch Diwan Single Seater Sofa, Colorfull Modern Small (Set of 1 Piece) (Size- 16x16) (Color - Gold)",396.0,199.0,4.0,35.0,,Virlok,0,24.39525657696892
"Kuber Industries Flower Design Velvet Pillows Covers for Couch Bed Sofa, Soild Soft Cushion Case, 16x16 Inches- Pack of 5 (Black)",399.0,371.0,4.1,49.0,,Kuber,0,9.972813879837354
"STITCHNEST Traditional Red Persian Design Poly Cotton Rectangular Cushion Covers, Set of 2.(12 x 18 Inche)",999.0,299.0,3.4,37.0,,STITCHNEST,0,20.92580759204484
"Vendola Satin 250TC Sofa Cushion Pillow Covers, Multicolor, Set of 5 Cushion Covers (16X16 Inches, Social Media)",1999.0,459.0,4.3,76.0,,Vendola,0,42.11838881179124
"THE WOOD WHITE® Soft Premium Brushed Microfiber Printed 250 Tc Pillow Covers Set of 2. 16 X 24 Inch Pillow Cases for Bed, White Flower",599.0,299.0,4.2,17.0,,THE,0,21.68551461046917
"TRIBECCA Cotton 300 TC Cushion Cover, 42 x 42 cm, (Aqua White)",1499.0,499.0,4.0,303.0,,TRIBECCA,0,30.247631875786453
"Trance Home Linen Set Of 5 Premium Cotton 16X16 Inch Cushion Covers Only For Sofa And Diwan|Throw Pillow/Small Cushion Pillow Covers Only (16X16 Inch|40Cmx40Cm,Dori&Damask Blue) Set Of 5,180 TC",1299.0,599.0,4.0,228.0,50+ bought in past month,Trance,50,13.704271486718774
"Amazon Brand - Umi Velvet Decorative Cushion Cover 12x12 Inch - Set of 2, Soft Solid Square Throw Pillow Covers for Sofa, Living Room or Home Decor - 30x30 cm White",599.0,339.0,4.0,428.0,,Amazon,0,28.72350151365935
SCPmarts Tree Printed Cushion Cover Home Decorative Pillow Cushion Covers for Sofa Soft Solid Square Throw Pillow Cushion Covers Satin Cushion Covers Set of 5 Size 16 x 16 Inch (Design 2),699.0,449.0,4.094579439252337,519.5738317757009,,SCPmarts,0,24.88228866676983
SCPmarts Boho Printed Cushion Cover Home Decorative Pillow Cushion Covers for Sofa Soft Solid Square Throw Pillow Cushion Covers Satin Cushion Covers Set of 5 Size 16 x 16 Inch (Design 9),699.0,449.0,5.0,1.0,,SCPmarts,0,19.916984158733683
"STITCHNEST Poly Cotton Multicolor Cushion Covers with Filler, 12 X 18 Inches, Set of 2",999.0,599.0,4.3,1087.0,,STITCHNEST,0,38.96040295628484
"Cortina Pack of 5 Velvet Foil, Decorative Throw Pillow Covers, Soft Solid Square Cushion Case for Couch, 16 X 16 inches, Cream",1899.0,499.0,4.094579439252337,519.5738317757009,,Cortina,0,47.84510437288127
"FURNISHYA Printed Cushion Covers Set of 5 | Floral Design | Polyester Square Pillowcases Set for Sofa, Living Room | 16x16 inches, (40x40 cm)",1399.0,699.0,5.0,1.0,,FURNISHYA,0,12.407164994298
Hummingbird 100% Cotton Cushion Covers (16x16 Inch) Printed & Tufted Square Covers Soft Decorative for Sofa/Chair/Bedroom (Orchid) Pack of 2,999.0,499.0,4.094579439252337,519.5738317757009,,Hummingbird,0,27.073121745429653
Hummingbird 100% Cotton Cushion Covers (16x16 Inch) Printed & Tufted Square Covers Soft Decorative for Sofa/Chair/Bedroom (Orange Boho) Pack of 2,999.0,499.0,4.094579439252337,519.5738317757009,,Hummingbird,0,27.073121745429653
"Encasa Chambray Cotton Floral Cushion Covers | Set of 2 I 16""x16"" (40x40 cm) I No Insert Covers Only I Decorative Floral Square Pillowcase I Machine Washable | Indoor Use Only",699.0,498.0,4.2,46.0,,Encasa,0,6.107134283111911
Encasa Cotton Throw Pillow Covers Set of 2 I 20x20 in (50x50 cm) - Natural I No Insert I Plain Square Pillowcases I Machine Washable | Indoor Use Only,1000.0,615.0,4.1,4656.0,,Encasa,0,151.91966185167024
Go Well Satin Silk Pillow Cover for Hair and Skin 2 Piece with 3 Piece Satin Silk Soft Scrunchies|Silk Pillow Covers with Envelope Closure end Design|Silk Pillow Cases(Rose Taupe) 400 TC,999.0,245.0,4.3,5881.0,3000,Go,3000,229.78098767482885
"BSB HOME Cotton Pillow Cover/Case Set (2 Pcs) - 18""x28"" inches, Grey&White",399.0,129.0,4.0,1100.0,1000,BSB,1000,66.03771834061334
"VAS COLLECTIONS 6 Pcs Cotton Pillow Cover Set (3 Pairs) | 144 TC Supersoft Brushed Cotton - Breathable & Wrinkle Free - 6 Pcs Set | White, Blue & Grey",1199.0,349.0,4.1,620.0,,VAS,0,49.256122341929306
"VAS COLLECTIONS Premium 210 TC 100% Pure Cotton Satin Stripes Pillow Cover Set of 2 Pcs, for Hotel Hospital Uses, 18x28 inches - Onion",399.0,149.0,3.9,552.0,600+ bought in past month,VAS,600,44.83144327954603
"COZY FURNISH Super Soft Brushed Microfiber Cotton Pillow Covers,Set of 4 (Total 8 Pcs) Pillow Covers,17X27(Inches) Super Soft and Breathable Envelope Closure Pillow Cases",999.0,599.0,4.2,3525.0,,COZY,0,117.62967738896651
"BSB HOME Present Designer Printed 6 Piece 100% Pure Cotton Pillow Cover Set- 20"" X30"" Inches, (Multicolor11)",1599.0,299.0,4.0,1034.0,100+ bought in past month,BSB,100,75.47523038353282
"Amazon Brand - Solimo Elegant Navy Blue Pillow Cover, Brushed Cotton (Set of 2, Navy Blue, 17"" X 27"")",599.0,229.0,4.2,5415.0,,Amazon,0,205.4413355897742
"BSB HOME 180 TC Premium Cotton Pillow Covers | Regular Pillow Cases | Set of 2 Pieces Pillow Covers only King Size (Pink & Grey, 20 x 30 Inches)",399.0,129.0,3.8,776.0,400+ bought in past month,BSB,400,52.74402265940133
"BSB HOME Present Designer Printed Cotton 160 TC Standard | Regular | King Size Pillow Cover Set of 2 Piece (18x28 Inches, Blue and White)",399.0,129.0,3.7,148.0,100+ bought in past month,BSB,100,30.805900595967607
Huesland by Ahmedabad Cotton 2 Pcs Cotton Pillow Cover Set - Yellow and Grey,599.0,269.0,4.2,1863.0,500+ bought in past month,Huesland,500,85.09985810279784
"BSB HOME® Present Designer Printed 6 Piece 100% Pure Cotton Pillow Cover Set- 20"" X30"" Inches, (Multicolor)",999.0,299.0,4.1,3223.0,1000,BSB,1000,134.78785128582012
Huesland by Ahmedabad Cotton 144 TC Cotton Pillow Covers Set of 2 - Yellow,599.0,279.0,4.1,81.0,100+ bought in past month,Huesland,100,24.347871081199052
"Amazon Brand - Solimo Floral Caress Pillow Covers, Premium Yarn, Soft and Comfortable, Fade-Resistant, Machine-Washable (Set of 2, 110 GSM, Floral, Multicoloured)",399.0,129.0,3.7,72.0,50+ bought in past month,Amazon,50,28.312044714133044
"Amazon Brand – Umi Super Soft Brushed Microfiber Cotton Printed Pillow Covers Set of 8 - 17"" x 27"" (Multicolor3) 144 TC",999.0,629.0,4.3,383.0,50+ bought in past month,Amazon,50,13.019525477838677
"Candibella’s Satin Silk Pillow Covers for Hair and Skin, Pack of 2 Satin Pillow Cover with 3 Satin Scrunchies for Women, Luxurious Silk Pillow Covers with Envelope Closure, 400 TC (Rose Taupe)",1199.0,299.0,4.3,224.0,200+ bought in past month,Candibella’s,200,43.656976062567765
Ahmedabad Cotton Pillow Cover / Case Set (2 Pcs) - 18 x 27 inches,599.0,299.0,4.2,1869.0,200+ bought in past month,Ahmedabad,200,82.45684478359561
"Wakefit 100% Cotton Solid 200 Tc Pillow Cover, Standard - 18 X 27 Inches, Navy Blue, 2 Pieces",429.0,400.0,4.5,3353.0,50+ bought in past month,Wakefit,50,121.6610714989734
"BSB HOME® 220 TC Premium Glace Cotton Solid Striped Pillow Covers | Ultrasoft Breathable Envelope Closure| Pack of 2 Pillow Covers King Size (Grey, 20 x 30 Inches)",399.0,199.0,3.7,81.0,,BSB,0,21.980944170084335
Homefab India 2 Piece Satin Stripe Glace Cotton Pillow Covers - Brown,399.0,129.0,4.1,13.0,,Homefab,0,31.700013596859236
"Trance Home Linen 200 TC Cotton Large Size 20x30 inch Satin Stripe Pillow Covers | Pillow Cases | Set of 2 Piece Pillow Covers only |Large Size (Dark Grey, 20 X 30 inch)",559.0,379.0,4.1,5585.0,,Trance,0,194.5660176662445
"BSB HOME Cotton 2 Piece Cotton Pillow Cover Set - 20""x30"", White and Red",399.0,199.0,3.5,440.0,200+ bought in past month,BSB,200,31.09913753220134
Huesland by Ahmedabad Cotton Pillow Cover Set (2 Pcs) - 18 x 27 inches,599.0,284.0,4.1,1457.0,100+ bought in past month,Huesland,100,69.0264719866284
"Kuber Industries Lining Design Cotton Pillow Cover- 18x28 Inch, Set of 6 (White)-HS43KUBMART26782",699.0,664.0,4.2,209.0,100+ bought in past month,Kuber,100,-4.258296081445788
Huesland by Ahmedabad Cotton 144 TC Cotton Pillow Cover Set of 2 - Taupe & White,599.0,279.0,3.8,26.0,,Huesland,0,18.550115520837565
"VAS Collections® 105 TC Premium Cotton King Size Printed Design Pillow Cover -18""X28"" Inches,Set of 2 Pieces (Cream & Green)",399.0,149.0,3.6,89.0,50+ bought in past month,VAS,50,25.645619300914774
"AVI 210TC Soft Luxury Satin Stripe Cotton Pillow Covers Set of 2, Envelope Closure Pillow Cases, Breathable Hotel Quality Pillowcover (20x36 Inches, Grey)",1199.0,491.0,3.8,294.0,,AVI,0,21.123624118643022
Pillow Cover RYLAN Satin Silk Pillow Cover for Hair and Skin 2 Piece with 3 Piece |Silk Pillow Covers with Envelope Closure end Design|Silk Pillow Cases 600 TC (Rose Taupe),999.0,299.0,4.5,211.0,200+ bought in past month,Pillow,200,41.276393602000745
"BSB Home Cotton 120 TC Pillow Cover, 6 Pieces - King, Multicolor",999.0,299.0,3.9,1349.0,100+ bought in past month,BSB,100,70.63262117245583
"Trance Home Linen 200 TC Cotton Printed Pillow Covers | Pillow Cases | Set of 2 Piece Pillow Covers only |Large Size (20 X 30 inch, Damask Blue)",559.0,379.0,4.3,351.0,,Trance,0,25.48009504171307
"LINENWALAS Cotton Solid 400Tc Softest Long Staple Silky Soft Pillow Covers- White, Standard (17X27) Set Of 2, 152.4 Centimeters, 228.6 Centimeters",600.0,249.0,4.0,139.0,100+ bought in past month,LINENWALAS,100,27.783056399632073
"LINENWALAS 300 TC 100% Cotton Satin Stripes Set of 2 Standard Pillow Covers for Premium Pillow Covers for Hotel, Guest House & B&B (White Stripes,18x28 inch)",600.0,249.0,3.8,1258.0,100+ bought in past month,LINENWALAS,100,61.83980858009472
"BSB HOME® Present Designer Printed 6 Piece 100% Pure Cotton Pillow Cover Set- 20"" X30"" Inches, (Multicolor, Green Yellow & Green)",999.0,299.0,3.7,7.0,100+ bought in past month,BSB,100,23.934382231933476
Ahmedabad Cotton Pillow Cover / Case Set (2 Pcs) - 18 x 27 inches,599.0,299.0,4.1,946.0,100+ bought in past month,Ahmedabad,100,50.83862423146194
RajasthaniKart Comfort Rajasthani Jaipuri Traditional Sanganeri Print 144 TC Cotton 2 Pillow Covers - PillowCover_122,299.0,195.0,3.7,1206.0,50+ bought in past month,RajasthaniKart,50,56.96722882059469
"Kuber Industries Embroided Design 2 Piece Cotton Pillow Cover Set-17""x27"" (Cream) Luxury Pillow Covers - CTKTC040275, 200 TC",299.0,282.0,3.9,576.0,,Kuber,0,30.720770039092677
"LINENWALAS Cotton Pillow Covers Set of 2, Bedroom Pillows with Envelope Closure, Soft Smooth Cool Breathable Pillowcases for Home Hotel Quality Premium Pillow Inserts (36x20 inch, Paisley Drops Blue)",1199.0,399.0,4.1,789.0,,LINENWALAS,0,50.068509159202286
"Cloth Fusion Satin Pillow Cover Set of 2 for Hair and Skin with 3 Satin Soft Scrunchies for Women, Satin Pillow Cases with Envelope Closure End (17""X27"" Inches, Navy)",799.0,299.0,3.7,10.0,50+ bought in past month,Cloth,50,19.416827772045885
"RRC Super Soft Brushed Microfiber Cotton Pillow Covers,Set of 2 ((Total 4 Pcs) Pillow Covers,17X27(Inches) 43X68(CM) Printed Pillow Covers,Flange on Edges Pillow Covers",999.0,379.0,4.1,2055.0,,RRC,0,88.88816624041957
"LINENWALAS 100% Cotton Percale Large Standard Pillow Case Set of 2, Crisp and Cooling Premium Cotton Bed Pillow Covers (20X30 inch, White)",900.0,269.0,4.4,77.0,50+ bought in past month,LINENWALAS,50,36.103313359766425
VAS COLLECTIONS 10 Pcs Cotton Pillow Cover Set (5 Pairs) | 180 TC Supersoft Brushed Microfiber - Breathable & Wrinkle Free - 10 Pcs Set | Blue & Coffee,799.0,449.0,4.1,77.0,50+ bought in past month,VAS,50,12.739863804236158
Enchant Home Pure Cotton Plain Percale Pillow Covers 200 Thread Count 17 X 27 Inches Pack of 6 (White),1549.0,901.0,4.2,59.0,,Enchant,0,-11.997580224683663
Huesland by Ahmedabad Cotton 144 TC Cotton Pillow Cover Set of 2 - Yellow & Grey,599.0,279.0,4.5,8.0,,Huesland,0,27.276445459376795
BHUMLO Satin Silk Pillow Covers for Hair | Satin Pillow Covers for Hair and Skin 2Pack | Silk Pillow Case (Dark Rose),999.0,299.0,4.4,69.0,100+ bought in past month,BHUMLO,100,35.2858236250354
"CCWB Pillow Covers Set of 2 Egyptian Cotton 600 Thread Count Softest Long Staple 100% Cotton Hotel Quality (Blush/Peach, King)",1000.0,789.0,4.2,731.0,,CCWB,0,7.984727523196714
"BSB HOME Super Soft Microfiber Cotton Printed Pillow Covers Set of 6-18"" x 28"" Inches, Printed Pillow Covers (Multicolour, Grey Blue & Yellow AllSeason)",1199.0,299.0,3.9,97.0,200+ bought in past month,BSB,200,34.165623047983296
"TRANQUILORD Pack of 2 Cotton Queen Pillow Cases, Super Soft Pillowcases with Envelope Closure, Wrinkle, Fade and Stain Resistant Pillow Covers, 20x30 inch (Chocolate/Brown)",999.0,249.0,3.9,15.0,,TRANQUILORD,0,31.59204879811356
VAS COLLECTIONS 2 Pcs Cotton Pillow Cover Set | 180 TC Supersoft Brushed Cotton - Breathable & Wrinkle Free - 2 Pcs Set | Pink & Green,399.0,149.0,3.9,249.0,50+ bought in past month,VAS,50,34.888833645389816
"Coolbeds Satin Silk Pillow Covers for Hair and Skin |Satin Pillow Covers for Hair and Skin 2Pack |Silk scrunchies for Women 3Pack|Silk Pillow Case (Rose Taupe), 400 TC",1699.0,499.0,4.3,5926.0,400+ bought in past month,Coolbeds,400,223.3691408131454
"VAS Collections Cotton Pillow Cover/Case Set (2 Pcs) - 18"" x 28 inches, Pink&Grey",399.0,149.0,3.7,15.0,,VAS,0,24.548388350560835
"Ambra Linen 200TC Premium Luxury Pillow Cover Set, Solid Design, Soft & Smooth, 100% Cotton Pillow Cover, Compatible with All Bedding Styles, Pillow Cover Set of 2, for All-Season use (Peach)",599.0,349.0,3.9,29.0,,Ambra,0,13.353128762813206
"MY ARMOR Premium Satin Silk Pillow Covers for Hair and Skin for Women - 20"" x 30"" Silk Pillow Cases (Pack of 2) - Grey",1699.0,531.0,4.3,221.0,,MY,0,33.13665708612895
"Linenwalas 100% Cotton Pillowcase, Set of 2 Pillowcover, Soft, Luxury Standard Size Pillow Covers with Envelope Closure, 210TC Breathable Hotel Quality Pillowcover (17x27 Inches/Beige)",499.0,279.0,4.3,20.0,,Linenwalas,0,22.70021981761125
"Trance Home Linen 16 inch X 12 inch 100% Cotton Baby/Kids Pillow Covers | Soft & Skin Friendly Pillow Cases | Extra Small Size [NOT Pillows] Covers only (Small Size | 16x12 inch, Rose Pink)- Set of 2",559.0,289.0,3.8,150.0,,Trance,0,20.749206821424863
"GLUN® Satin Silk Pillow Covers with 3 Pieces Silk Scrunchies for Women Hair, Envelope Closure Type Covers Shiny Black Colour Pack of 2",299.0,279.0,5.0,2.0,,GLUN®,0,26.81055361671678
"The White Willow Organic Stitched Bamboo Fabric Pillow Case 10"" W X 30"" L, Washable, Removable Zippered Pillow Cover Only, Fits Half Body Pillow- Green",599.0,299.0,4.4,243.0,,The,0,31.763448759841886
"Nugget 220 TC Premium Solid Mix Match Cotton Pillow Covers Set of 4 Piece, 18""x28"" (Black White)",999.0,299.0,4.3,6.0,,Nugget,0,31.88755120945072
"Trance Home Linen 16 inch X 12 inch 100% Cotton Baby/Kids Pillow Covers | Soft & Skin Friendly Pillow Cases | Extra Small Size [NOT Pillows] Covers only (Small Size | 16x12 inch, Lilac Purple)- Set of 2",559.0,289.0,3.8,150.0,,Trance,0,20.749206821424863
FURBO Mulberry Silk Pillow Cover Solid Pillow Cases For Hair And Skin Anti Aging Anti Hair Fall Anti Acne Hypoallergenic 22 Momme 6A Grade 600 Thread Count 70 X 40.6 Cm Pack Of 1 Charcoal Grey,3100.0,1470.0,4.5,472.0,,FURBO,0,-12.518774508830216
Kuber Industries Pillow Cover | Cotton Pillow Cover Set | Cushion Pillow Cover Set | Pillow Cover Set for Bedroom | Lining Embroidery Pillow Cover Set | 4 Piece Set | Beige,1299.0,575.0,3.9,3.0,,Kuber,0,7.262065718280187
"Airwill 100% Cotton Geometric Pattern Flap Pillow Covers (46x69cm)(Black, Pack of 2 Pieces)",599.0,300.0,5.0,3.0,,Airwill,0,31.779434044243253
Soniasaa Prime Collection 215 TC Soft Cotton-Blend Pillow Covers 2 Pieces 17 x27 Inches(Standard Size) for Home and Hotel use Model A-0429,2580.0,180.0,3.4,4.0,,Soniasaa,0,67.59732208982899
"Airwill 100% Cotton Geometric Pattern Flap Pillow Covers (46x69cm)(Black, Pack of 2 Pieces)",599.0,313.0,4.8,6.0,,Airwill,0,27.98525953962867
LIBEA Satin Pillow Covers Pack of 2 Feels Like Mother's Lap| for Both Hair and Skin | Controls Hair Fall |Helps in Preventing Acne 3 Scrunchies Free Used by Both Male & Female (Navy Blue),999.0,185.0,4.3,26.0,,LIBEA,0,43.335436450610246
Huesland by Ahmedabad Cotton 186 TC Cotton Pillow Covers Set of 2 - White & Browns,699.0,299.0,5.0,2.0,,Huesland,0,34.14928144338788
"THE WOOD WHITE Soft Premium Brushed Microfiber Printed 250 Tc Pillow Covers Set of 2. 16 X 24 Inch Pillow Cases for Bed, Blue",999.0,299.0,4.2,17.0,,THE,0,30.91750688933655
"Stoa Paris Chocolate Satin Pillow Covers, Quick Dry Fabric Pillow Cover Set from Date Night Collection, Gift for Couples & Weddings",649.0,599.0,4.3,51.0,,Stoa,0,-3.1127836243110636
"Cotton Candy: 100% Cotton Pillow Covers 18"" x 28"" Inch (46 x 72 CM), Traditional Damask Printed on 200TC Soft Breathable Cotton, Regular Size Pillow Cover Pack/Set of 2 - Beige",1200.0,428.0,4.0,217.0,,Cotton,0,27.245811638975
"BSB HOME Cotton 6 Piece Cotton Pillow Cover Set - 20""x30"", White and Yellow",899.0,299.0,3.3,217.0,50+ bought in past month,BSB,50,23.193313149977513
"Enchant Home Pure Cotton 210 Thread Count Pillow Covers Bag Type with Satin Stripe 17"" X 27"" Inches - Pack of 6 (White)",1499.0,800.0,3.4,13.0,,Enchant,0,-15.748010023256768
"VAS COLLECTIONS® 105 TC Premium Cotton King Size Printed Design Pillow Cover -18""X28"" Inches,Set of 2 Pieces (Blue & Grey)",399.0,149.0,3.6,321.0,,VAS,0,33.2584425191466
"Kuber Industries Cotton Luxurious Satin Striped Standard Pillow Cover Set-17""x27"" (Light Brown) - CTKTC40325, 6 Pieces, 200TC",599.0,282.0,4.3,14.0,,Kuber,0,24.52734486040645
"VAS Collections Cotton Pillow Cover/Case Set (2 Pcs) - 18"" x 28 inches, Beige&Grey",399.0,149.0,3.8,15.0,,VAS,0,25.879385495677376
Huesland by Ahmedabad Cotton 186 TC Cotton Pillow Cover Set of 2 - White & Grey,699.0,299.0,5.0,1.0,,Huesland,0,34.11646755020584
"400 Thread Count- Pinch Pleated Dual-Tone Pillow Covers- Luxurious White Corner Ruffle Edges- Exquisite Design Pillow Cases Set of 2 Piece- 100% Cotton Finish-White/White Solid, (12"" x 16"")",1519.0,499.0,3.3,13.0,,400,0,11.8762224511242
"AVI Pure Cotton 144 TC Solid Pillow Cover, Set of 2 Pillow Covers, Normal Size Pillowcase, Pillow Covers with Envelope Closure, (16x24 inch, White)",650.0,257.0,3.8,88.0,,AVI,0,23.84424681109516
"BSB HOME® Present Designer Printed 6 Piece 100% Pure Cotton Pillow Cover Set- 20"" X30"" Inches, (Multicolor, Dark Blue & Light Blue)",999.0,299.0,4.0,2.0,,BSB,0,27.763304201372947
"VAS Collections Cotton Pillow Cover/Case Set (2 Pcs) - 18"" x 28 inches, Blue&Cream",399.0,149.0,3.3,18.0,,VAS,0,19.322841449640734
"SILVR BEAR Premium Satin Pillow Covers + 3 Scrunchies | Aesthetic Pillowcase - Standard - 18 x 27 inches | Great for Hair and Skin | Combo Pack (Pearl White, Satin)",999.0,499.0,4.6,199.0,,SILVR,0,23.28097950696999
Huesland by Ahmedabad Cotton 186 TC Kids Cotton Pillow Cover Set of 2 - Mint Green & White,699.0,299.0,5.0,2.0,,Huesland,0,34.14928144338788
