Product Name,MRP,Price,Star Ratings,No. of Ratings,Sales,Brand,Monthly Sales Estimate,Predicted Monthly Sales
"Stoa Paris Satin Pillow Covers Set, Aesthetic Home Décor Pillowcovers, Warm Pillow Cases for Winter, Wedding Gift for Couples, 2 Soft Sateen Pillowcases for Hair 18x27 (Blushing Pink)",499.0,449.0,4.1,67.0,,Stoa,0,5.487730663265282
Supreme Home Collective Beautiful Printed Microfiber Pillow Cover- Set of 4 (Multicolor) (White),599.0,377.0,4.094579439252337,519.5738317757009,,Supreme,0,29.39004262495962
"Fun Homes Lining Design Cotton Pillow Cover- 18x28 Inch, Set of 4 (White)-HS43FUNH26780",999.0,679.0,4.3,4.0,,Fun,0,-4.150101168642834
"NHD HOME 180 TC Premium Cotton Pillow Covers | Regular Pillow Cases | Set of 2 Pieces Pillow Covers only King Size (Maroon, 20x30 inches)",499.0,149.0,4.0,1.0,,NHD,0,30.38998335107884
"KANYOGA Eye Pillow | Lavender and Flaxseed Filled, Eye Pillow| Washable Outer Cotton Cover (Beige, L 21 X W 11 Cm, Pack Of 1)",549.0,379.0,4.0,17.0,,KANYOGA,0,10.296463476592482
Mi Arcus Yellow Color Cotton Mother Contour Cotton Woven Pregnancy Pillow Cover| Maternity Pillow for Sleeping - Gingham,799.0,775.0,4.094579439252337,519.5738317757009,,Mi,0,-3.66992383431284
Kuber Industries Set of 4 Check Design Soft & Smooth Cotton Pillow Cover 18 x 28 inch (Pink) (HS_37_KUBMART020221),599.0,590.0,4.8,8.0,,Kuber,0,1.829174663074145
"DECOR2ADMIRE 300 TC Cotton Plain Satin Stripe King Size Ultra Soft Pillow Covers Or Cases for Home/Hotel/PG Room (20 Inches x 30 Inches) (White, Set of 2)",949.0,379.0,3.9,10.0,,DECOR2ADMIRE,0,17.96776135806909
"Linenwalas Classic 5 Star Pillow with Pillow Covers, Set of 2 Standard Size Pillow and Pillowcase, Pillow Covers with Envelope Closure in White Stripes",1500.0,999.0,3.7,835.0,,Linenwalas,0,-3.5968997109313
"KIHOME Beautiful Microfiber 144TC Printed Colorful Pillow Cover - (17x27 inch, Pink) Pack of 3, 144 GSM",599.0,289.0,3.3,13.0,,KIHOME,0,10.521916957790243
"Kuber Industries Disney Team Minnie Mickey Print Silk Special Long Crush Pillow Cover- Set of 3, Royal Blue & Pink-KUBMART10064",649.0,648.0,4.094579439252337,519.5738317757009,,Kuber,0,4.890308332558327
Kuber Industries Pillow Cover | Cotton Pillow Cover Set | Cushion Pillow Cover Set | Pillow Cover Set for Bedroom | Lining Embroidery Pillow Cover Set | 6 Piece Set | Purple,1899.0,827.0,4.0,1.0,,Kuber,0,-1.479708602339489
"Airwill 100% Cotton Plain Pattern Flap Pillow Covers (46x69cm)(Blue, Pack of 2 Pieces)",499.0,357.0,4.094579439252337,519.5738317757009,,Airwill,0,28.97530900743906
Fabindia Blue Nile Cotton Pillow Cover - 1 Pair,999.0,699.0,4.094579439252337,519.5738317757009,,Fabindia,0,8.140477223466767
"VAS Collections Cotton Pillow Cover/Case Set (2 Pcs) - 18"" x 28 inches, Light Green&Yellow",399.0,149.0,4.5,4.0,,VAS,0,34.83541268649084
"HOUSE FOX Cotton Zip/Chain Pillow Covers / Cases / Protectors (NOT Pillow) Set of 3 Pair Or 6 Pcs ,Size -18x28inch ,Blue",1200.0,499.0,4.0,3.0,,HOUSE,0,13.502549692722958
Blue Night Bedding 450TC Cotton Light Weight Soft & Easy Care Pillow Cover (20 x 32) || Set of 2-Teal,1499.0,799.0,4.6,3.0,,Blue,0,-0.00951999106872492
Wytomah Stripes Pattern Satin Fabric Pillow Covers Set of 2 Size-18x28inch (Beige),698.0,199.0,3.8,27.0,,Wytomah,0,28.44090531182443
"Daksh Solid 300 TC 100% Cotton 2 Piece Pillow Cover, 20"" x 36"", Pink",700.0,343.0,3.2,41.0,,Daksh,0,7.328972851254676
AMEYAA Microfiber Standard Size Pillow Covers Set of 2 Pcs 17 x 27 inch (Black Flower),999.0,223.0,3.4,4.0,,AMEYAA,0,27.037354035383622
"Amazon Brand - Solimo Memory Foam Pillow With Pillow Cover, Queen, White",2100.0,1199.0,3.5,71.0,,Amazon,0,-36.41336449589997
"VAS Collections® 105 TC Premium Cotton King Size Printed Design Pillow Cover -18""X28"" Inches,Set of 2 Pieces (White & Grey)",399.0,149.0,3.8,18.0,,VAS,0,25.977827175223474
"Daksh Sateen Stripe 300 TC Cotton Pillow Cover, 17 x 27 inch, Pink, 2 Pieces",600.0,257.0,3.8,365.0,,Daksh,0,31.779696187660086
"RRC Super Soft Brushed Microfiber Cotton Printed Pillow Covers,Pack of 2,17X27(Inches) 43X63(CM) Pilllow Covers",999.0,235.0,4.0,563.0,,RRC,0,52.230344523522
Kuber Industries Pillow Cover | Cotton Pillow Cover | Striped Pattern Pillow Cover | Soft Pillow Cover for Home | Pillow Cover Set of 2 | Black,999.0,249.0,4.094579439252337,519.5738317757009,,Kuber,0,50.738927397883266
"Exquisitely 400 Thread Count, Cool Checks Pillow Cover Pack of 2 PCS, Long-Staple 100% Egyptian Cotton, Soft and Comfortable Bed Pillow Cover-White/Navy Blue Solid,Standard Size (12 x 16)",1369.0,519.0,4.094579439252337,519.5738317757009,,Exquisitely,0,33.71945015118569
OPTICA WEAVES Cotton King Size Pillow Covers/Cases Soft Pillow Covers with Printed Design 17 x 27 Inch Set of 2 Pieces (Brown_Floral),699.0,239.0,4.6,5.0,,OPTICA,0,34.60352789905666
"Golden Fabric Pillow Cover - Envelope Style, 18 X 28 Inches (Get 2 Pieces)",199.0,129.0,5.0,1.0,,Golden,0,38.66922504529006
AMEYAA Designer Premium Microfiber 210TC Standard Size Pillow Covers Set of 4 Pcs -17 x 27 inches (Blue N Rust),999.0,499.0,4.1,5.0,,AMEYAA,0,10.260098504072705
Swayam 240 TC Kids Pillow Cover Set 1 | Digitally Printed | Cartoon Print | Soft Feel| Adorable Design | Skin Friendly | Size -70 cm x 45 cm | Green,599.0,445.0,3.4,20.0,,Swayam,0,-2.684851371950028
Shri Krishana Fabrics Cotton Pillow Cover Cotton Very Soft Fabric with Zipper at Back Set of 6 Piece (Multi Colour),799.0,415.0,5.0,1.0,,Shri,0,25.443531797184214
"DURADECOR Arena,Pillow Cover 100% Cotton,200 TC(Design-Dura4268)|Cotton Pillow Cover Set of 2- (28 X 18 Inch) (Pink)",499.0,249.0,4.094579439252337,519.5738317757009,,DURADECOR,0,39.19893704929902
"AVI Super Classic 2 Piece Pillow with 2 Pillow Cover Set for 5 Star Hotel Feel, Golden (20 * 36in)",1800.0,1349.0,3.3,17.0,,AVI,0,-61.970786618585606
"Shri Krishana Fabrics Embroidered 200 TC Cotton Pillow Covers Set of 6 Piece (Not Pillow) - 17 x27 Inches - (Multicolor, Standard Size)",599.0,415.0,4.0,1.0,,Shri,0,7.51756420658505
Shri Krishana Fabrics Embroidered Bolsters Cover (Set of 2) (Beige),599.0,275.0,4.0,19.0,,Shri,0,21.36106544923569
"Kihome Beautiful Printed Microfiber Pillow Cover- Set of 2 (17""x27"" inch)",999.0,249.0,3.9,4.0,,Kihome,0,31.231095973111188
"VOMZER Premium 210 TC Cotton Printed Pillow Cover Set of 2 Pcs, for Home Decor - 18 x 28 inches (White Flower) (Cream Aqua Flower)",1299.0,229.0,4.094579439252337,519.5738317757009,,VOMZER,0,59.55618605923008
"Kuber Industries Breathable & Soft Cotton Pillow Cover for Sofa, Couch, Bed - 29x20 Inch, Set of 2 (Blue)",899.0,379.0,5.0,1.0,,Kuber,0,31.15940588085438
The White Willow Memory Foam Decorative Square Cushion Pillow Cover Only 12 Inch X 12 Inch - Grey,999.0,299.0,5.0,7.0,,The,0,41.237345118448594
"SEEVO 400 TC Luxurious Satin Silk Pillow Covers/Pillowcases with Envelope Closure, Soft Comfortable Protects Hair and Skin - 16 inch x 24 inch - Pack of 1 with 3 Satin Schrunchies (Light Gold)",898.0,449.0,4.1,284.0,,SEEVO,0,21.817257781936817
"VOMZER Premium 300 TC Cotton Printed Pillow Cover Set of 2 Pcs, for Home Decor - 18 x 28 inches (White Lines)",1299.0,229.0,5.0,1.0,,VOMZER,0,54.59088155119394
"VAS COLLECTIONS® 105 TC Premium Cotton King Size Printed Design Pillow Cover -20""X30"" Inches,Set of 6 Pieces, Multicoloured,",999.0,379.0,4.094579439252337,519.5738317757009,,VAS,0,38.43270845860738
"100% Egyptian Cotton- 2 PC Cotton Pillow Cover- Envelope Closure Style- 300 TC Luxurious Sateen Weave Pillow Cases- Super Soft & Breathable-White Solid (16"" x 24"")",1200.0,250.0,3.9,2.0,,100%,0,35.709881084268176
